cpu_t1,mem_t1,temp_t1,power_t1,cpu_t2,mem_t2,temp_t2,power_t2,cpu_t3,mem_t3,temp_t3,power_t3,cpu_t4,mem_t4,temp_t4,power_t4,cpu_t5,mem_t5,temp_t5,power_t5,cpu_t6,mem_t6,temp_t6,power_t6,cpu_t7,mem_t7,temp_t7,power_t7,cpu_t8,mem_t8,temp_t8,power_t8,cpu_t9,mem_t9,temp_t9,power_t9,cpu_t10,mem_t10,temp_t10,power_t10,cpu_cores,total_memory,base_frequency,file_size_norm,line_count_norm,import_count_norm,function_count_norm,class_count_norm,language_encoded,composite_score
0.4411450721603212,0.5329403195601486,0.3795367059542895,1.4021718621922101,0.2776264079527937,0.8293887837690415,0.260240084786745,1.1616595443869002,0.5784117511257181,0.32079123800545545,0.5200485532993302,2.1736294178125783,0.5295663438219682,0.5659236246858819,0.4572797346401292,1.9370854557716521,0.41217018396081345,0.4861385780731242,0.3855220868326202,1.6506477147874783,0.7919201986727487,0.6531137498785148,0.6544149304326322,2.5569413971290498,0.7087845086300607,0.3989028817146796,0.7722160881200316,2.9026339495642985,0.8797570228727579,0.8112957634423772,0.8211166552515808,3.5026851879074385,0.30607128543823836,0.44487455127509096,0.3633306739600356,1.2732085356318528,0.4939684882515202,0.6165288597061024,0.5805122019996559,1.758694341266871,12,7.1172699086390505,3.8538762493995824,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.07066339808471364
0.4825094795422251,0.7541633705044805,0.5429553303578347,1.9795226366182215,0.8217192296708484,0.717142270490638,0.882662674084745,3.189692713063176,0.684518615550116,0.49638445642547263,0.6466861194714668,2.4848459106646392,0.33519719215763344,0.34993486284623027,0.3952200506758676,1.2804813302261375,0.36990728490041547,0.2962957472239555,0.30734339864947197,1.616636265353838,0.2758555727509206,0.7396123042541707,0.3128334414375064,1.2222318070712919,0.22831061926817092,0.4357350603749971,0.25263096090304005,0.7475564351277514,0.4825399031168935,0.31357304846191536,0.5464947877381063,2.0545159468032423,0.8067827897294758,0.3158774160208411,0.7866691800987464,2.98849679688158,0.7072721916413997,0.3662711410128475,0.6914855113164234,2.4830388686108185,5,10.249900668167037,3.841178035410031,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.1688407897763301
0.7614023885715773,0.5142495741233383,0.7717608568189058,2.365738756920602,0.8064679033180897,0.5283109235225769,0.9145711814002148,2.5690954291948085,0.9103476276830922,0.8891078554721041,0.896393811395488,2.7946027415978048,0.4864043256430328,0.5692218519230379,0.5771222642946172,1.8433513782216353,0.8009444181136607,0.29687897422240184,0.72085100522401,2.8460389597309383,0.8555877087891779,0.5881785217971018,0.7195799724441095,3.2758470354825913,0.8383745360635841,0.3995441098415299,0.926610716274111,2.5635291344445017,0.878979656733681,0.303144059194123,0.8569955177031803,3.4842804561862013,0.3665285051802354,0.5157895931544962,0.3444759625935782,0.9993818451279506,0.23994266537830583,0.5514049802852647,0.21458342009486672,0.9666652201332789,12,24.73869685069492,3.3634163343708745,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.0887371651131806
0.48118450506332566,0.21973128186970506,0.5641072049615519,1.1336421062547257,0.6874705132206361,0.7539664462375232,0.5878146742536501,1.3045757830192422,0.822321187364617,0.6872503920031886,0.7035098183450785,1.846149217507924,0.536451105486685,0.20367583881393256,0.4461611854218334,1.0042146912089265,0.8262223244617857,0.5841629718106848,0.9013209054736817,1.7330325294637339,0.28339014524317885,0.40167110462746136,0.26084942850412135,0.48154129487602226,0.5148691578150824,0.7557293760476067,0.5060368073814318,0.9018365851731689,0.8788601642464989,0.6177173299732629,0.7088658819328477,1.834402448144279,0.381453600815745,0.30050378817238205,0.3706567692063685,0.8276634214438839,0.38042317910490764,0.49159731664597783,0.4054354403698305,0.6583743003274558,11,15.813810951187572,2.074493048595176,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.10836294684230262
0.9309908682141662,0.2473755260361922,0.9406953104644331,3.272731182375192,0.9412486141973505,0.5879063666927368,0.9000045052300177,3.259709274565438,0.6767530936014725,0.8867275957860922,0.6100659144297423,1.913051986383162,0.7913900122096365,0.4413617452143739,0.8651288913336158,2.916165742072649,0.7786260305823943,0.714630889368618,0.7264638821184995,2.2316955333773656,0.6095103089057686,0.7694562058892618,0.5302956982907462,2.374902042461627,0.5484671748102783,0.6867724763972447,0.5773682901067793,2.161932775609987,0.24732540277416845,0.7433332797923953,0.2431386365528059,0.7952623275482004,0.23285470674434233,0.3396288836006318,0.19018696372309168,0.9576478263741589,0.5865376919408741,0.8923858916072863,0.5966333423747509,1.8529828973084992,5,10.514505014940708,3.505046822624951,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.1939499796413578
0.7649681891141487,0.3337724015137376,0.7212041068922339,3.0842744093216674,0.8493487078085431,0.43234728046694115,0.7217680412095645,2.916114910074125,0.8671148877592111,0.7203153938637348,1.003993306616622,3.0005288995478696,0.9302926882364818,0.5473422585759158,0.9293711002945578,3.9443593526577616,0.5894568901512065,0.7608036611812418,0.6429987506545775,1.7767432650504285,0.6518399741226705,0.7756388956779208,0.6636967861180194,2.193759823697836,0.2600516833062464,0.6626434550206958,0.2399232519661128,0.9813051818103989,0.519587054662284,0.6828353659118404,0.4887333484792269,1.538590257809655,0.8525278812922941,0.44679151721593763,1.0224027907658728,2.811502610681493,0.9350204593957093,0.8635330650221604,0.7760823773408947,3.5756008767596774,10,9.567454219226157,3.624711094448808,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.10420532458921958
0.47248334798823677,0.760767182893519,0.5063907578461924,1.7428262806340662,0.3070846012719123,0.6253010323245988,0.3416392308965877,0.7805750546272454,0.2504250222965816,0.7449607614548057,0.2370351442555574,0.7454359754032825,0.6254334812930896,0.6235663801983499,0.670230043542228,2.303907456659589,0.4790100338530128,0.7341591302590057,0.4931737432698905,1.5135874808340675,0.49852553446433745,0.6546925156942219,0.44859554067823515,1.3161767686984374,0.7517561446095707,0.5493307721795267,0.7177729720200068,2.405668319339728,0.3963325074406218,0.38220283979793235,0.3878150226097168,1.4835068200931767,0.4141826582736185,0.841535236679317,0.41272476766486077,1.0982541378834787,0.839619717788242,0.5164298796717781,0.9735152279149718,2.5645806628496177,10,15.746554986926444,3.123022615709634,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.09170851597993794
0.26584305582854834,0.677350482175446,0.302584822510884,0.49732447739852026,0.46056897105392336,0.24545735482124983,0.4683380992329636,1.0739802494261264,0.8385215380648444,0.6982663728050489,0.9818498423465416,1.783788374413703,0.7952722878837519,0.5561290216220105,0.674824309232375,1.411678246785798,0.3041576540287743,0.7532611425654244,0.24652391839599205,0.6265085350400865,0.47668337412591555,0.7625632084020105,0.4865310680168386,1.0041493128692145,0.26466161123894955,0.4165035022699235,0.31755106295681695,0.58034072019899,0.5942717411227251,0.7384151852622887,0.6711323282904961,0.9939060433199669,0.9292847986353244,0.6496370125704669,0.9106896223455471,2.008653345364592,0.4583860855270248,0.8145721061552882,0.5097735362744373,0.9758996350974132,6,26.664052786979145,2.0162468991951528,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.19852141812570998
0.336472352414103,0.8763852297538748,0.32740351895126174,1.197397004220592,0.24155963751333281,0.28691278444730856,0.20803265428930845,0.6392974635936488,0.4419955633659167,0.6965324927704721,0.4147727175796563,1.5892355530626876,0.8711944376158434,0.7921535943091059,0.7842859305815216,2.8066911740861498,0.6131310616123548,0.2876192065888319,0.5647733181802351,1.8991530562581318,0.576929858555947,0.3180451312233948,0.6788403613752857,1.5194883959875356,0.6940496550378157,0.7044429379060911,0.723238304130845,2.4120433355395647,0.6227135258234718,0.7776653871286424,0.5052382425345454,1.5572888673458316,0.6810903003682701,0.6037398620341654,0.722263565072397,2.3040766644509345,0.5124400877474347,0.6472938345462093,0.5120379370930331,1.645961940799623,14,8.470460858552924,3.056535995383756,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.07042541104469897
0.41725374260120435,0.8696551189680836,0.4144072072223842,2.0564078187550434,0.7137431308967576,0.4082037100008196,0.5918281029954838,2.5835403712222487,0.5297041249403083,0.5389757910751514,0.4669920326991605,2.4262872258412407,0.4344368744351998,0.7028540195787062,0.47513487822351075,2.183912162328162,0.9315305959361602,0.2915363060866705,0.8832922893521644,4.193161086596678,0.43933691480236786,0.5265307969284455,0.39847360394258385,1.7354126415108384,0.2726087394204286,0.4031484034789311,0.259976032280119,1.2528485476238889,0.3862027102858899,0.8057152512045025,0.3336327451672756,1.5794920951859917,0.6332652784201973,0.41890044460359116,0.6999155307743848,2.7800249899170226,0.5860436294236133,0.5491317958783579,0.5411621771098062,2.0834740866479287,6,8.353425994729884,4.393032680516953,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.13295132172964239
0.908924603051928,0.55381112411664,1.0785977872217483,2.375664759794533,0.46467131664226646,0.2353782832395243,0.46372230977408097,1.580324396603664,0.6906950276672128,0.529410797357737,0.7008318749053112,2.3203598335953375,0.5231958270106554,0.8177190116430151,0.5708083347550192,1.7062200979837294,0.4744530143881722,0.4804071347103296,0.4877911495063764,1.228612072759627,0.6149171949658637,0.25147222481998927,0.6159639141784784,2.005734376116818,0.4097905082179865,0.8923634904345057,0.43936076838444316,1.0244938780395905,0.931312111560338,0.475732598910025,1.041168655743038,2.5703754247515445,0.9042114252165315,0.7284756206049557,0.795365304484875,2.676992212138017,0.5750584276779829,0.23171234672695232,0.4915683107497587,1.5830314332910451,7,6.861887742555764,2.9498182515933435,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.15267313488177803
0.5553081127963925,0.5198919914980118,0.5789110448607185,1.9608378586422817,0.44597438572739473,0.6291476847452746,0.38576820861768096,1.872202772792427,0.7544895204302031,0.4094640397698228,0.7051077141839112,2.9954316165439345,0.5992548724069073,0.6961178645048065,0.5512642805737312,2.3685788144408035,0.47626835739932716,0.6716644747311116,0.5676924562108754,1.7273348193013487,0.7975661104476103,0.7077269487862986,0.857557007841275,2.268961825629134,0.5559426605637954,0.8769494873204355,0.618854019635996,2.1664923714121747,0.6332257968981372,0.7049800786074146,0.6543814343653516,1.9293150697594736,0.6717689308590227,0.6338150638507626,0.7634431207700066,2.0253085393638304,0.7105451712880091,0.22209935933946956,0.8379331792268503,2.104432481526671,7,27.729842257728873,3.509315078417228,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.13717251829725755
0.21420302562995944,0.41958473841209865,0.18433723396961363,0.7258233039050321,0.5077830569920287,0.7424806112649637,0.5931964223792277,1.837208912377569,0.751877953451511,0.24359690021010239,0.6430308334890813,2.090206470912512,0.4437871508195411,0.6635587598000444,0.448309723791869,1.2931946871870506,0.3298868178929958,0.8384869126468072,0.30908112253114206,0.9781301201021309,0.7789923381115555,0.7046471929291048,0.8236470144640528,2.6423621021796277,0.6575574350590636,0.33458491839569937,0.5908861442273904,2.1184646064040247,0.36865027849461257,0.8810374393133984,0.3388064997450441,1.0627556253434298,0.3554583461409802,0.6934917818181376,0.32944458846620883,1.0514959626225573,0.9002752810781004,0.7567837492016335,0.8186950491686457,2.405842581184724,14,5.216612401846721,3.1485621991796062,0.3764791574457138,1.0,0.26697782204911336,0.936654587712494,0.6480353852465935,0,0.0655015159020784
